productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extUnit,extGrade,extSkillIcon,extNation,extRace,extClan,extPower,extShield,extCritical,extFlavorText,extImaginaryGift,extTrigger
254519,Oblivion Quasar Dragon,Oblivion Quasar Dragon,https://tcgplayer-cdn.tcgplayer.com/product/254519_200w.jpg,16,2895,https://cpt.tcgcsv.com/pQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is put on (GC) from hand, if you did not ride a grade 3 or greater unit this fight, perform one of the following.<br>•Choose one of your vanguards, and it gets [Power] +10000 until end of turn. <br>•Choose one of your opponent's units, and it gets [Critical] -2 until end of that battle. <br>[AUTO]:When this unit is placed on (RC) from hand, if your damage zone has no cards, put the top card of your deck into your damage zone.",1.5,3.05,7.0,2.53,,Normal,,D-VS02/046EN,RRR,Trigger,3.0,Twin Drive,Star Gate,Cyber Dragon,Link Joker,10000.0,15000.0,1.0,Be reduced to dust that is the endless void.,,Heal
254520,Lady Battler of the White Dwarf,Lady Battler of the White Dwarf,https://tcgplayer-cdn.tcgplayer.com/product/254520_200w.jpg,16,2895,https://cpt.tcgcsv.com/qQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC) from hand, look at five cards from the top of your deck, reveal up to one grade 3 from among them and put it into your hand, and shuffle your deck. If you put a card into your hand, discard a card from your hand.<br>[CONT](VC/RC):During your turn, if there is a face down card in any player's bind zone or circle, this unit gets [Power] +5000.",0.4,1.46,2.24,1.46,,Normal,,D-VS02/047EN,RRR,Normal,1.0,Boost,Star Gate,Cyberoid,Link Joker,8000.0,10000.0,1.0,"Oh, so you wish to be kicked by me too?",,
254521,Nordstrom Dragon,Nordstrom Dragon,https://tcgplayer-cdn.tcgplayer.com/product/254521_200w.jpg,16,2895,https://cpt.tcgcsv.com/rQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (RC), if your vanguard is a <Cyber Dragon>, choose one of your opponent's grade 2 or greater rear-guards, bind it face down, then, [COST][retire this unit], and [Counter-Charge 1].",0.09,0.25,1.61,0.21,,Normal,,D-VS02/048EN,RRR,Normal,3.0,Twin Drive,Star Gate,Cyber Dragon,Link Joker,13000.0,0.0,1.0,Confirmation of its appearance can only be done within a split second.,,
254522,"Hard Sword of Polarization, Lagranjard",Hard Sword of Polarization Lagranjard,https://tcgplayer-cdn.tcgplayer.com/product/254522_200w.jpg,16,2895,https://cpt.tcgcsv.com/sQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC), [COST][put a card from your hand on your (RC) as a locked card], and draw a card. <br>[ACT](RC)[1/turn]:[COST][Counter-Blast 1], and unlock one of your locked cards. If you unlocked a card, [Soul-Charge]1.",0.14,0.35,1.66,0.33,,Normal,,D-VS02/049EN,RRR,Normal,1.0,Boost,Star Gate,Cyberoid,Link Joker,8000.0,10000.0,1.0,I'll cut you cleanly.,,
254523,Blade Wing Reijy,Blade Wing Reijy,https://tcgplayer-cdn.tcgplayer.com/product/254523_200w.jpg,16,2895,https://cpt.tcgcsv.com/tQ23,2021-11-19T05:03:08.563,1,"[ACT](VC):If your soul has ten or less cards, [COST][Soul-Blast 1], choose a card from your soul, and bind it face down.<br>[CONT](VC):Gain all of the following according to the number of face down cards in your bind zone.<br>•Five or more-This unit gets [Power] +5000. <em>(Active on your opponent's turn too)</em><br>•Seven or more-During your turn, this unit gets [Power] +10000/drive +1.<br>•Ten or more-During your turn, this unit gets [Power] +10000/[Critical] +2.<br>[AUTO](VC):When this unit attacks, if your bind zone has fifteen or more face down cards, choose one of your opponent's vanguards, and deal two damage.",0.1,0.26,1.84,0.24,,Normal,,D-VS02/050EN,RRR,Normal,3.0,Twin Drive,Dark Zone,Human,Dark Irregulars,12000.0,0.0,1.0,"And that's 15. O Blade Wing, bring forth the end to everything!",Protect,
254524,Blaze Foresight,Blaze Foresight,https://tcgplayer-cdn.tcgplayer.com/product/254524_200w.jpg,16,2895,https://cpt.tcgcsv.com/vQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC), [COST][Counter-Blast 1], choose up to two trigger units from your hand, put them into your soul, and draw a card for each card put.",0.05,0.26,1.79,0.11,,Normal,,D-VS02/051EN,RRR,Normal,2.0,Intercept,Dark Zone,Human,Dark Irregulars,9000.0,5000.0,1.0,"Within the brightly blazing demonic eye, lies creation and destruction.",,
254525,Bestial Squeezer,Bestial Squeezer,https://tcgplayer-cdn.tcgplayer.com/product/254525_200w.jpg,16,2895,https://cpt.tcgcsv.com/wQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (RC), [COST][put a normal unit from your drop on the bottom of your deck], and you may [Soul-Charge]1.<br>[ACT]Drop:[COST][Bind this card], choose one of your rear-guards, and put it into your soul.",0.09,0.34,1.83,0.34,,Normal,,D-VS02/052EN,RRR,Normal,1.0,Boost,Dark Zone,Human,Dark Irregulars,8000.0,10000.0,1.0,"I'll crush and grind your heart, to make a beautiful rose for you",,
254526,"Cuticle Defender, Flavia",Cuticle Defender Flavia,https://tcgplayer-cdn.tcgplayer.com/product/254526_200w.jpg,16,2895,https://cpt.tcgcsv.com/xQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is put on (GC) from hand, if you did not ride a grade 3 or greater unit this fight, perform one of the following.<br>•Choose one of your vanguards, and it gets [Power] +10000 until end of turn. <br>•Choose one of your opponent's units, and it gets [Critical] -2 until end of that battle. <br>[AUTO]:When this unit is placed on (RC) from hand, if your damage zone has no cards, put the top card of your deck into your damage zone.",0.19,0.5,7.0,0.37,,Normal,,D-VS02/053EN,RRR,Trigger,3.0,Twin Drive,Dark Zone,Human,Dark Irregulars,10000.0,15000.0,1.0,"Unhurt regardless of the number of people, the indestructible blonde.",,Heal
254527,Succubus of Pure Love,Succubus of Pure Love,https://tcgplayer-cdn.tcgplayer.com/product/254527_200w.jpg,16,2895,https://cpt.tcgcsv.com/zQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC) from hand,, look at five cards from the top of your deck, reveal up to one grade 3 from among them and put it into your hand, and shuffle your deck. If you put a card into your hand, discard a card from your hand.<br>[CONT](VC/RC):During your turn, if one or more of your cards were put into your soul by a card's ability this turn, this unit gets [Power] +5000.",0.18,0.5,1.7,0.33,,Normal,,D-VS02/054EN,RRR,Normal,1.0,Boost,Dark Zone,Succubus,Dark Irregulars,8000.0,10000.0,1.0,Your beloved will always shine brilliantly to you. Isn't that a given?,,
254528,Demonted Executioner,Demonted Executioner,https://tcgplayer-cdn.tcgplayer.com/product/254528_200w.jpg,16,2895,https://cpt.tcgcsv.com/BQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC), [COST][Counter-Blast 1], and [Soul-Charge]3. If you [Soul-Charge] one or more trigger units, draw a card.<br>[AUTO](VC):When this unit attacks a grade 2 or greater unit, this unit gets [Power] +5000 until end of that battle.",0.24,0.4,1.77,0.35,,Normal,,D-VS02/055EN,RRR,Normal,2.0,Intercept,Dark Zone,Demon,Dark Irregulars,9000.0,5000.0,1.0,"You, what kind of voice will you let me hear?",,
254529,Werwolf Ketzer,Werwolf Ketzer,https://tcgplayer-cdn.tcgplayer.com/product/254529_200w.jpg,16,2895,https://cpt.tcgcsv.com/CQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is retired from (GC), you may put this card into your soul.<br>[ACT](Soul):[COST][Bind this card], and [Soul-Charge]2.",0.1,0.35,1.62,0.14,,Normal,,D-VS02/056EN,RRR,Normal,1.0,Boost,Dark Zone,Warbeast,Dark Irregulars,8000.0,10000.0,1.0,"Waving its supernatural powers around, it attacked with bestial instincts.",,
254530,"Interdimensional Dragon, Chronoscommand Dragon",Interdimensional Dragon Chronoscommand Dragon,https://tcgplayer-cdn.tcgplayer.com/product/254530_200w.jpg,16,2895,https://cpt.tcgcsv.com/DQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC), [COST][Counter-Blast 1 & Soul-Blast 1 & discard a card from your hand], put all of your rear-guards on the bottom of your deck in any order, look at five cards from the top of your deck, choose any number of cards from among them, call them to (RC), and shuffle your deck.<br>[AUTO](VC):When this unit's attack hits a vanguard, your opponent puts all of their rear-guards on the bottom of their deck in any order.",0.19,0.49,1.73,0.28,,Normal,,D-VS02/057EN,RRR,Normal,4.0,Twin Drive,Dark Zone,Gear Dragon,Gear Chronicle,15000.0,0.0,1.0,"Time's up. Everything, will be left in the interdimensional gap.",,
254531,"Steam Knight, Kalibum",Steam Knight Kalibum,https://tcgplayer-cdn.tcgplayer.com/product/254531_200w.jpg,16,2895,https://cpt.tcgcsv.com/FQ23,2021-11-19T05:03:08.563,1,"[AUTO](RC):At the end of the battle this unit attacked, [COST][Counter-Blast 1 & bind this unit], choose any player's rear-guard, and put it on the bottom of their deck. If a grade 2 or greater card was put on the bottom of the deck, you choose up to one normal unit from your drop with grade equal to that card's grade -1, and put it into your hand. If a grade 1 or less card was put on the bottom of the deck, you draw a card, and [Counter-Charge 1].",0.17,0.33,2.0,0.28,,Normal,,D-VS02/058EN,RRR,Normal,2.0,Intercept,Dark Zone,Gearoid,Gear Chronicle,10000.0,5000.0,1.0,"I'll take a short walk in the sky around. The rest, can I leave them to you?",,
254532,"Steam Scara, Gigi",Steam Scara Gigi,https://tcgplayer-cdn.tcgplayer.com/product/254532_200w.jpg,16,2895,https://cpt.tcgcsv.com/GQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this card is discarded from hand during your turn, you may call this card to (RC) as [Rest]. <br>[AUTO](RC):When your grade 3 or greater vanguard attacks, [COST][Soul-Blast 1 & retire this unit], draw a card, choose one of your vanguards, and it gets [Power] +5000 until end of that battle.",0.05,0.33,2.97,0.18,,Normal,,D-VS02/059EN,RRR,Normal,1.0,Boost,Dark Zone,Gearoid,Gear Chronicle,8000.0,10000.0,1.0,"Let us go take a look. What is beyond, all the possibilities.",,
254533,Time Tracking Dragon,Time Tracking Dragon,https://tcgplayer-cdn.tcgplayer.com/product/254533_200w.jpg,16,2895,https://cpt.tcgcsv.com/HQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is put on (GC) from hand, if you did not ride a grade 3 or greater unit this fight, perform one of the following.<br>•Choose one of your vanguards, and it gets [Power] +10000 until end of turn. <br>•Choose one of your opponent's units, and it gets [Critical] -2 until end of that battle. <br>[AUTO]:When this unit is placed on (RC) from hand, if your damage zone has no cards, put the top card of your deck into your damage zone.",0.41,0.69,2.5,0.68,,Normal,,D-VS02/060EN,RRR,Trigger,3.0,Twin Drive,Dark Zone,Gear Beast,Gear Chronicle,10000.0,15000.0,1.0,"I can't exactly let you do whatever you want, without permission.",,Heal
254534,Steam Breath Dragon,Steam Breath Dragon,https://tcgplayer-cdn.tcgplayer.com/product/254534_200w.jpg,16,2895,https://cpt.tcgcsv.com/JQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC) from hand, look at five cards from the top of your deck, reveal up to one grade 3 from among them and put it into your hand, and shuffle your deck. If you put a card into your hand, discard a card from your hand.<br>[CONT](VC/RC):During your turn, if a card was discarded from your hand this turn, this unit gets [Power] +5000.",0.09,0.34,1.71,0.28,,Normal,,D-VS02/061EN,RRR,Normal,1.0,Boost,Dark Zone,Gear Dragon,Gear Chronicle,8000.0,10000.0,1.0,"Choose and take hold, of the future that you desire.",,
254535,"Steam Mechanic, Nabu",Steam Mechanic Nabu,https://tcgplayer-cdn.tcgplayer.com/product/254535_200w.jpg,16,2895,https://cpt.tcgcsv.com/KQ23,2021-11-19T05:03:08.563,1,"[AUTO](RC):When this unit attacks a vanguard, [COST][bind a card from your drop], and your opponent cannot call grade 1 or greater cards from their hand until end of that battle. At the end of that battle, put this unit into your soul, and draw a card.",0.25,0.5,1.74,0.35,,Normal,,D-VS02/062EN,RRR,Normal,2.0,Intercept,Dark Zone,Gearoid,Gear Chronicle,10000.0,5000.0,1.0,Did you think I'd charge in without a plan to win?,,
254536,Smokegear Dragon,Smokegear Dragon,https://tcgplayer-cdn.tcgplayer.com/product/254536_200w.jpg,16,2895,https://cpt.tcgcsv.com/LQ23,2021-11-19T05:03:08.563,1,"[AUTO](VC/RC)When this unit attacks a vanguard, this unit gets [Power] +5000 until end of that battle. If you rode a grade 4 this turn, [COST][Soul-Blast 1], and draw a card. <br>[CONT](RC):If your vanguard is ""Chronojet Dragon"", when you would discard a card from your hand, it may be discarded as a grade 3.",0.05,0.4,2.0,0.29,,Normal,,D-VS02/063EN,RRR,Normal,2.0,Intercept,Dark Zone,Gear Dragon,Gear Chronicle,10000.0,5000.0,1.0,"The ""eye"" to accurately capture phenomena has been trained well.",,
254537,"Young Pirate Noble, Pinot Noir",Young Pirate Noble Pinot Noir,https://tcgplayer-cdn.tcgplayer.com/product/254537_200w.jpg,16,2895,https://cpt.tcgcsv.com/MQ23,2021-11-19T05:03:08.563,1,"[CONT](VC):During your turn, all of your front row units get [Power] +5000 for every three trigger units in your drop.<br>[AUTO](VC)[1/turn]:When your ""Pirate Belle, Pinot Blanc"" is placed on (RC) during your turn, [COST][Soul-Blast 1], discard two cards from the top of your deck, and activate all of the trigger effects of the discarded cards.",0.14,0.35,2.0,0.15,,Normal,,D-VS02/064EN,RRR,Normal,3.0,Twin Drive,Magallanica,Vampire,Granblue,12000.0,0.0,1.0,"We are, the Belle's Blood pirate brigade. This greatest night is dedicated to you, mademoiselle.",Protect,
254538,"Pirate Belle, Pinot Blanc",Pirate Belle Pinot Blanc,https://tcgplayer-cdn.tcgplayer.com/product/254538_200w.jpg,16,2895,https://cpt.tcgcsv.com/NQ23,2021-11-19T05:03:08.563,1,"[AUTO]Drop:When your ""Young Pirate Noble, Pinot Noir"" on (VC) attacks, [COST][Counter-Blast 1 & retire a rear-guard], draw a card, and call this card to a front row (RC).<br>[CONT](RC)/(GC):This unit cannot be attacked, and this unit gets [Shield] +5000 for every three trigger units in your drop.",0.05,0.25,1.57,0.15,,Normal,,D-VS02/065EN,RRR,Normal,2.0,Intercept,Magallanica,Vampire,Granblue,9000.0,5000.0,1.0,"Stop putting on airs, and get to clearing up the enemies around you!",,
254539,Sea Strolling Banshee,Sea Strolling Banshee,https://tcgplayer-cdn.tcgplayer.com/product/254539_200w.jpg,16,2895,https://cpt.tcgcsv.com/PQ23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC), search your deck for up to one card, discard it, and shuffle your deck. <br>[AUTO](RC):At the end of the battle this unit attacked or boosted, you may discard two cards from the top of your deck. If you discarded one or more trigger units, [COST][retire this unit], and draw a card.",0.05,0.31,2.0,0.23,,Normal,,D-VS02/066EN,RRR,Normal,1.0,Boost,Magallanica,Ghost,Granblue,8000.0,10000.0,1.0,"Dear fishes, where shall we go for our walk today?",,
254614,Sea Cruising Banshee,Sea Cruising Banshee,https://tcgplayer-cdn.tcgplayer.com/product/254614_200w.jpg,16,2895,https://cpt.tcgcsv.com/jS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is put on (GC) from hand, if you did not ride a grade 3 or greater unit this fight, perform one of the following.<br>•Choose one of your vanguards, and it gets [Power] +10000 until end of turn. <br>•Choose one of your opponent's units, and it gets [Critical] -2 until end of that battle. <br>[AUTO]:When this unit is placed on (RC) from hand, if your damage zone has no cards, put the top card of your deck into your damage zone.",0.35,0.7,2.75,0.49,,Normal,,D-VS02/067EN,RRR,Trigger,3.0,Twin Drive,Magallanica,Ghost,Granblue,10000.0,15000.0,1.0,"A voice that seeks mine! Let's go, skull!",,Heal
254615,Tommy the Ghostie Brothers,Tommy the Ghostie Brothers,https://tcgplayer-cdn.tcgplayer.com/product/254615_200w.jpg,16,2895,https://cpt.tcgcsv.com/kS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC) from hand, look at five cards from the top of your deck, reveal up to one grade 3 from among them and put it into your hand, and shuffle your deck. If you put a card into your hand, discard a card from your hand.<br>[CONT](VC/RC):During your turn, if your drop has five or more cards, this unit gets [Power] +5000.",0.44,1.89,5.49,0.48,,Normal,,D-VS02/068EN,RRR,Normal,1.0,Boost,Magallanica,Ghost,Granblue,8000.0,10000.0,1.0,"The era of big sister, it will never end!",,
254616,"Pirate Swordsman, Colombard",Pirate Swordsman Colombard,https://tcgplayer-cdn.tcgplayer.com/product/254616_200w.jpg,16,2895,https://cpt.tcgcsv.com/lS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC), [COST][Counter-Blast 1], search your deck for up to one card, discard it, and shuffle your deck. Then, call up to one card from your drop to (RC). This ability may only be used by a card with the same card name once a turn.",0.24,0.71,1.76,0.27,,Normal,,D-VS02/069EN,RRR,Normal,2.0,Intercept,Magallanica,Vampire,Granblue,9000.0,5000.0,1.0,"The Nightrose pirate brigade, will definitely not let its aimed prey get away.",,
254617,"Witch Doctor of Powdered Bone, Negrobone",Witch Doctor of Powdered Bone Negrobone,https://tcgplayer-cdn.tcgplayer.com/product/254617_200w.jpg,16,2895,https://cpt.tcgcsv.com/mS23,2021-11-19T05:03:08.563,1,"[ACT]Drop:[COST][Discard a card from your hand & put this card on the bottom of your deck], and call a grade 1 from your drop to (RC). If your drop has ten or more cards, you may call any grade instead.",0.24,0.79,2.97,0.37,,Normal,,D-VS02/070EN,RRR,Normal,1.0,Boost,Magallanica,Demon,Granblue,8000.0,10000.0,1.0,"It's okay if you want to die. In that case, you'll just work remotely from the underworld.",,
254618,"Honorary Professor, Chatnoir",Honorary Professor Chatnoir,https://tcgplayer-cdn.tcgplayer.com/product/254618_200w.jpg,16,2895,https://cpt.tcgcsv.com/nS23,2021-11-19T05:03:08.563,1,"[AUTO](VC/RC)[1/turn]:When this unit attacks, [COST][Counter-Blast 1], draw a card, discard the top card of your deck, and perform one of the effects below depending on that card's type. If this unit is on (VC), perform both regardless of the card type.<br>•Normal Unit-Choose two of your rear-guards, and they get [Power] +5000 until end of turn. At the end of that turn, retire those units.<br>•Trigger Unit-Choose one of your rear-guards, and until end of turn, that unit can attack from the back row, and gets [Power] +5000. At the end of that turn, retire that unit.",0.07,0.32,1.59,0.31,,Normal,,D-VS02/071EN,RRR,Normal,3.0,Twin Drive,Zoo,High Beast,Great Nature,12000.0,0.0,1.0,There is no reason for the dreams you all have to end as dreams.,Accel,
254619,Compass Lion,Compass Lion,https://tcgplayer-cdn.tcgplayer.com/product/254619_200w.jpg,16,2895,https://cpt.tcgcsv.com/pS23,2021-11-19T05:03:08.563,1,"[AUTO](VC/RC):At the end of your turn, choose one of your rear-guards, and retire it. </em>(This effect is mandatory)</em>",0.14,0.35,1.72,0.22,,Normal,,D-VS02/072EN,RRR,Normal,2.0,Intercept,Zoo,High Beast,Great Nature,13000.0,5000.0,1.0,"Those that disturb the security of the university, will not be forgiven by its gleaming needle.",,
254620,Taping Cat,Taping Cat,https://tcgplayer-cdn.tcgplayer.com/product/254620_200w.jpg,16,2895,https://cpt.tcgcsv.com/qS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is retired from (RC), or when this card is discarded from your deck, [COST][Soul-Blast 1], and perform one of the effects below.<br>•Draw a card. <br>•Choose one of your rear-guards, and it gets [Power] +5000 until end of turn.",0.1,0.3,1.64,0.27,,Normal,,D-VS02/073EN,RRR,Normal,1.0,Boost,Zoo,High Beast,Great Nature,8000.0,10000.0,1.0,Unya~nya! Fi-sh!,,
254621,"Gifted Dragon, Eikthlaera",Gifted Dragon Eikthlaera,https://tcgplayer-cdn.tcgplayer.com/product/254621_200w.jpg,16,2895,https://cpt.tcgcsv.com/rS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is put on (GC) from hand, if you did not ride a grade 3 or greater unit this fight, perform one of the following.<br>•Choose one of your vanguards, and it gets [Power] +10000 until end of turn. <br>•Choose one of your opponent's units, and it gets [Critical] -2 until end of that battle. <br>[AUTO]:When this unit is placed on (RC) from hand, if your damage zone has no cards, put the top card of your deck into your damage zone.",0.25,0.49,1.99,0.45,,Normal,,D-VS02/074EN,RRR,Trigger,3.0,Twin Drive,Zoo,Wild Dragon,Great Nature,10000.0,15000.0,1.0,Waiting is part of the process for studying. Young one.,,Heal
254622,"Diligent Assistant, Minibelly",Diligent Assistant Minibelly,https://tcgplayer-cdn.tcgplayer.com/product/254622_200w.jpg,16,2895,https://cpt.tcgcsv.com/sS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC) from hand, look at five cards from the top of your deck, reveal up to one grade 3 from among them and put it into your hand, and shuffle your deck. If you put a card into your hand, discard a card from your hand.<br>[CONT](RC):During your turn, if you have a unit on an additional (RC), this unit gets [Power] +5000.",0.27,0.5,2.49,0.4,,Normal,,D-VS02/075EN,RRR,Normal,1.0,Boost,Zoo,High Beast,Great Nature,8000.0,10000.0,1.0,"What is more important than anything for experimentation, is a heart that never gives up.",,
254623,"Hammsuke's Rival, Rocket Pencil Hammdon",Hammsukes Rival Rocket Pencil Hammdon,https://tcgplayer-cdn.tcgplayer.com/product/254623_200w.jpg,16,2895,https://cpt.tcgcsv.com/tS23,2021-11-19T05:03:08.563,1,"[AUTO](VC/RC)[1/turn]:When your other unit is placed on an additional (RC), [COST][Counter-Blast 1 & put a card from your hand into the soul], and that unit and this unit get [Power] +10000 until end of turn. If you have two or more additional (RC), draw a card.",0.05,0.25,1.61,0.14,,Normal,,D-VS02/076EN,RRR,Normal,3.0,Twin Drive,Zoo,High Beast,Great Nature,12000.0,0.0,1.0,"Hammaru will reload using the backup lead, and Hammdon will aim and fire!",Accel,
254624,Afflated Lemur,Afflated Lemur,https://tcgplayer-cdn.tcgplayer.com/product/254624_200w.jpg,16,2895,https://cpt.tcgcsv.com/vS23,2021-11-19T05:03:08.563,1,"[AUTO](RC):When placed, if your vanguard is grade 3 or greater, discard the top card of your deck, and perform one of the effects below depending on that card's card type.<br>•Normal Unit-[Soul-Charge]1. <br>•Trigger Unit-[Counter-Charge 1].",0.09,0.36,2.0,0.18,,Normal,,D-VS02/077EN,RRR,Normal,1.0,Boost,Zoo,High Beast,Great Nature,8000.0,10000.0,1.0,"Focusing on the phenomenon before one's eyes, it becomes the food for new knowledge.",,
254625,"Lycoris Musketeer, Vera",Lycoris Musketeer Vera,https://tcgplayer-cdn.tcgplayer.com/product/254625_200w.jpg,16,2895,https://cpt.tcgcsv.com/wS23,2021-11-19T05:03:08.563,1,"[ACT](VC)[1/turn]:[COST][Counter-Blast 1 & retire two rear-guards], choose two cards from your drop, put them on the bottom of your deck in any order, look at five cards from the top of your deck, choose up to two unit cards from among them, call them to (RC), and shuffle your deck. If you called two cards with ""Musketeer"" in their card names, this unit gets drive +1 until end of turn.<br>[CONT](VC):If your opponent's vanguard is grade 3 or greater, and ""Lycoris Musketeer, Saul"" is in your front row, all of your front row rear-guards get the [Power] this unit had got from trigger effects this turn.",0.1,0.33,1.62,0.19,,Normal,,D-VS02/078EN,RRR,Normal,3.0,Twin Drive,Zoo,Bioroid,Neo Nectar,13000.0,0.0,1.0,"Gather here, noble blades! Let the flowers for funeral rites bloom!",Force,
254626,"Lycoris Musketeer, Saul",Lycoris Musketeer Saul,https://tcgplayer-cdn.tcgplayer.com/product/254626_200w.jpg,16,2895,https://cpt.tcgcsv.com/xS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC), if you have a vanguard with ""Musketeer"" in its card name, [COST][Soul-Blast 1 & retire a rear-guard], look at three cards from the top of your deck, choose up to one unit card from among them, call it to (RC), and put the rest on the bottom of your deck in any order. If you called a trigger unit, [COST][Counter-Blast 1], and activate all of that card's trigger effects. <em>(Perform this trigger effect before other cards' abilities)</em>",0.25,0.5,1.77,0.42,,Normal,,D-VS02/079EN,RRR,Normal,2.0,Intercept,Zoo,Bioroid,Neo Nectar,10000.0,5000.0,1.0,A flash of our sword. As a parting gift for you.,,
254627,"Water Lily Musketeer, Ruth",Water Lily Musketeer Ruth,https://tcgplayer-cdn.tcgplayer.com/product/254627_200w.jpg,16,2895,https://cpt.tcgcsv.com/zS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC), call up to one plant token to (RC). If your opponent's vanguard is grade 1 or greater, call up to two instead of one.<br>[AUTO](RC):When this unit or your other unit is placed on (RC) from your deck, [COST][retire this unit], and [Counter-Charge 1].",0.24,0.32,1.76,0.32,,Normal,,D-VS02/080EN,RRR,Normal,1.0,Boost,Zoo,Bioroid,Neo Nectar,8000.0,10000.0,1.0,"Attack without breaking your stance. But, don't forget the importance of retreating, okay?",,
254628,"Pure-hearted Flower Maiden, Fiorenza",Pure hearted Flower Maiden Fiorenza,https://tcgplayer-cdn.tcgplayer.com/product/254628_200w.jpg,16,2895,https://cpt.tcgcsv.com/BS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is put on (GC) from hand, if you did not ride a grade 3 or greater unit this fight, perform one of the following.<br>•Choose one of your vanguards, and it gets [Power] +10000 until end of turn. <br>•Choose one of your opponent's units, and it gets [Critical] -2 until end of that battle. <br>[AUTO]:When this unit is placed on (RC) from hand, if your damage zone has no cards, put the top card of your deck into your damage zone.",0.25,0.55,5.0,0.39,,Normal,,D-VS02/081EN,RRR,Trigger,3.0,Twin Drive,Zoo,Bioroid,Neo Nectar,10000.0,15000.0,1.0,The white lotus in full bloom. That is the inviolable territory.,,Heal
254630,"Valkyrie of Reclamation, Padmini",Valkyrie of Reclamation Padmini,https://tcgplayer-cdn.tcgplayer.com/product/254630_200w.jpg,16,2895,https://cpt.tcgcsv.com/DS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC) from hand, look at five cards from the top of your deck, reveal up to one grade 3 from among them and put it into your hand, and shuffle your deck. If you put a card into your hand, discard a card from your hand.<br>[CONT](VC/RC):During your turn, if you have two or more token units, this unit gets [Power] +5000.",0.49,0.98,2.32,0.87,,Normal,,D-VS02/082EN,RRR,Normal,1.0,Boost,Zoo,Bioroid,Neo Nectar,8000.0,10000.0,1.0,"Just by planting seeds, the wait for tomorrow seems too long!",,
254631,"Peony Musketeer, Martina",Peony Musketeer Martina,https://tcgplayer-cdn.tcgplayer.com/product/254631_200w.jpg,16,2895,https://cpt.tcgcsv.com/FS23,2021-11-19T05:03:08.563,1,"[ACT](VC)[1/turn]:[COST][Soul-Blast 1 & Retire a rear-guard], look at five cards from the top of your deck, call one card from among them to (RC), and shuffle your deck. <br>[CONT](RC):During the turn this unit was placed from the deck, this unit gets [Power] +5000/[Critical] +1.",0.05,0.3,1.57,0.16,,Normal,,D-VS02/083EN,RRR,Normal,3.0,Twin Drive,Zoo,Bioroid,Neo Nectar,13000.0,0.0,1.0,Victory! A flower stamp for you!,Force,
254632,"Peony Musketeer, Toure",Peony Musketeer Toure,https://tcgplayer-cdn.tcgplayer.com/product/254632_200w.jpg,16,2895,https://cpt.tcgcsv.com/GS23,2021-11-19T05:03:08.563,1,"[AUTO]:When this unit is placed on (VC) or (RC), [COST][Counter-Blast 1 & retire a rear-guard], look at three cards from the top of your deck, call two cards with ""Musketeer"" in their card names or any one card from among them to (RC), and put the rest on the bottom of your deck in any order.",0.05,0.3,1.57,0.13,,Normal,,D-VS02/084EN,RRR,Normal,2.0,Intercept,Zoo,Bioroid,Neo Nectar,10000.0,5000.0,1.0,It is beautiful because it is scattering. Isn't it simply uncouth to disturb that?,,
